[2021-02-03 22:09:31][4] Processing: App\Jobs\ProcessAwardCodes
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
Insertando para award -> 1
FIN 1
[2021-02-03 22:10:48][1] Processed:  App\Jobs\ProcessAwardCodes
